finishedfloor1squarefeet,numberofstories,logerror,fireplaceflag,regionidcity,finishedsquarefeet6,regionidzip,typeconstructiontypeid,buildingclasstypeid,longitude,fireplacecnt,regionidcounty,taxdelinquencyflag,pooltypeid10,storytypeid,structuretaxvaluedollarcnt,poolsizesum,garagetotalsqft,censustractandblock,poolcnt,calculatedfinishedsquarefeet,taxdelinquencyyear,latitude,roomcnt,bedroomcnt,yardbuildingsqft17,basementsqft,hashottuborspa,taxamount,threequarterbathnbr,unitcnt,buildingqualitytypeid,assessmentyear,parcelid,landtaxvaluedollarcnt,propertylandusetypeid,propertycountylandusecode,yearbuilt,regionidneighborhood,fips,decktypeid,heatingorsystemtypeid,airconditioningtypeid,architecturalstyletypeid,propertyzoningdesc,garagecarcnt,rawcensustractandblock,fullbathcnt,transactiondate,finishedsquarefeet50,calculatedbathnbr,pooltypeid7,taxvaluedollarcnt,finishedsquarefeet12,finishedsquarefeet13,yardbuildingsqft26,finishedsquarefeet15,lotsizesquarefeet,bathroomcnt,pooltypeid2
,,0.0564,,12447,,95999,,,-118324750,,3101,,,,88000.0,,,60372188002003,,1422.0,,34037260,0.0,3.0,,,,5948.3,,1,7,2015,11734926,352000.0,261,0100,1911.0,115836,06037,,,,,LARD2,,060372188.002003,1,2016-05-18,,1.0,,440000.0,1422,,,,7507.0,1.0,
,1,-0.0121,,25218,,96965,,,-118016042,,1286,,,,68681.0,,441,60590996041008,,1032.0,,33740305,5.0,3.0,,,,5891.94,1,,,2015,14037405,426696.0,261,122,1962.0,,06059,,,,,,2,060590996.041008,1,2016-07-15,,1.5,,495377.0,1032,,,,6000.0,1.5,
,,0.0545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14455589,,,,,,,,,,,,,,,2016-06-08,,,,,,,,,,,
,1,0.0686,,33252,,97064,,,-117842146,,1286,,,,99740.0,,420,60590758062008,,1854.0,,33778858,7.0,3.0,,,,3451.66,,,,2015,14239754,203172.0,261,122,1962.0,,06059,,,,,,2,060590758.062008,2,2016-03-28,,2.0,,302912.0,1854,,,,7280.0,2.0,
,1,-0.002,,38032,952,96959,,,-117911050,,1286,,,,67597.0,,,60590633012000,,952.0,,33639776,4.0,2.0,,,,3078.08,,,,2015,14280287,125893.0,261,122,1963.0,,06059,,,,,,,060590633.012000,1,2016-03-28,,1.0,,193490.0,,,,,6561.0,1.0,
,,0.0237,,24245,,96475,,,-117840398,,3101,,,,223222.0,,,60374038023018,,2420.0,,34102339,0.0,4.0,,,,4322.38,,1,4,2015,12910363,121848.0,261,0100,1991.0,,06037,,2,1,,LCRA7500*,,060374038.023018,3,2016-05-04,,3.0,,345070.0,2420,,,,7096.0,3.0,
,,0.0971,,24384,,96505,,,-117831647,,3101,,,,49558.0,,,60374033222013,,1510.0,,33985019,0.0,4.0,,,,2949.61,,1,7,2015,12858398,177395.0,261,0100,1963.0,,06037,,2,,,LCR108,,060374033.222013,2,2016-02-03,,2.0,,226953.0,1510,,,,17095.0,2.0,
,,-0.1839,,24174,,96091,,,-118194558,,3101,Y,,,82019.0,,,60375421033005,,616.0,14,33898913,0.0,2.0,,,,3786.56,,1,7,2015,12297019,146877.0,261,0100,1949.0,,06037,,7,,,LCR1YY,,060375421.033005,1,2016-01-11,,1.0,,228896.0,616,,,,5730.0,1.0,
,2,1.477,true,53571,,96978,6,,-117877000,,1286,,,,104876.0,,0,60590630041013,,1754.0,,33629900,5.0,4.0,,,,4908.02,1,,,2015,14650883,323511.0,266,34,1965.0,,06059,,6,,7,,1,060590630.041013,2,2016-10-20,,2.5,,428387.0,1754,,,,,2.5,
,1,-0.0141,,16764,,97024,,,-117905925,1,1286,,,,46244.0,,483,60590874051003,,1231.0,,33822629,6.0,3.0,,,,5166.98,,,,2015,14105781,378067.0,261,122,1954.0,275470,06059,,,,,,2,060590874.051003,2,2016-02-07,,2.0,,424311.0,1231,,,,6672.0,2.0,
,,0.0159,,10734,,96398,,,-118636666,,3101,,,,318345.0,,,60379201041039,,3482.0,,34510077,0.0,5.0,,,,7170.87,,1,4,2015,11176958,183712.0,261,0100,2000.0,,06037,,2,1,,LCA22*,,060379201.041039,3,2016-03-14,,3.0,,502057.0,3482,,,,8891.0,3.0,
,,-0.005,,12447,,96015,,,-118385973,,3101,,,,158957.0,,,60372697004006,,1106.0,,34035815,0.0,2.0,,,,9787.59,,1,7,2015,11598372,635845.0,261,0100,1928.0,403195,06037,,7,,,LAR1,,060372697.004006,1,2016-10-14,,1.0,,794802.0,1106,,,,5870.0,1.0,
,,-0.046,,12447,,96449,,,-118407757,,3101,,,,114960.0,,,60371435003003,,1439.0,,34148692,0.0,3.0,,,,11943.03,,1,7,2015,10913413,459844.0,261,0100,1942.0,47880,06037,,7,,,LAR1,,060371435.003003,2,2016-08-24,,2.0,,574804.0,1439,,,,6432.0,2.0,
,,0.0526,,12447,,96045,,,-118415326,,3101,,,,233047.0,,,60372679023004,1,1558.0,,34051275,0.0,2.0,,,,14310.85,,1,4,2015,11607999,932205.0,261,0101,1937.0,114246,06037,,2,,,LAR1,,060372679.023004,2,2016-10-04,,2.0,1,1165252.0,1558,,,,5595.0,2.0,
,,-0.0325,,12447,,96284,,,-118283356,,3101,,,,61810.0,,,60371014003002,,1082.0,,34246181,0.0,3.0,,,,4255.52,,1,7,2015,11000658,247243.0,261,0100,1950.0,27328,06037,,7,,,LAR1,,060371014.003002,2,2016-01-05,,2.0,,309053.0,1082,,,,5004.0,2.0,
,,0.0459,,,,96395,,,-118586673,,3101,,,,549695.0,,,60379203391054,1,4171.0,,34401300,0.0,4.0,,,,14973.7,,1,10,2015,11136397,585464.0,261,0101,2004.0,,06037,,2,1,,LCA2,,060379203.391054,5,2016-02-16,,5.0,1,1135159.0,4171,,,,14211.0,5.0,
,2,0.0516,true,27491,,97001,6,,-117844000,,1286,,,,52864.0,,0,60590744071001,1,980.0,,33740700,5.0,2.0,,,,2396.12,1,,,2015,14680275,135832.0,266,34,1964.0,,06059,,7,11,7,,1,060590744.071001,1,2016-03-25,,1.5,1,188696.0,980,,,,,1.5,
1570,1,0.0354,,34543,,97083,,,-119226619,1,2061,,,,257385.0,,462,61110016022000,,1570.0,,34273429,6.0,3.0,,,,4596.66,,,,2015,17087669,171588.0,261,1111,1960.0,761055,06111,,,,,,2,061110016.022000,2,2016-08-25,1570,2.0,,428973.0,1570,,,,12427.0,2.0,
,,0.1561,,20008,,96508,,,-117766670,,3101,,,,145083.0,,,60374022003017,,2057.0,,34079557,0.0,4.0,,,,2976.28,,1,4,2015,12892843,81316.0,261,0100,1978.0,,06037,,2,1,,POR110000*,,060374022.003017,2,2016-08-08,,2.0,,226399.0,2057,,,,16355.0,2.0,
,,-0.0398,,47762,,96125,,,-118197688,,3101,,,,124387.0,,,60375359014001,,1100.0,,33949208,0.0,2.0,,,,3827.02,,1,7,2015,12299396,162503.0,261,0100,1931.0,,06037,,7,,,SGR3*,,060375359.014001,1,2016-11-04,,1.0,,286890.0,1100,,,,4317.0,1.0,
,,-0.0263,,54311,,96373,,,-118525319,,3101,,,,99000.0,,,60379203141002,,1158.0,,34401550,0.0,3.0,,,,6272.4,,1,4,2015,11144882,322000.0,261,0100,1988.0,26134,06037,,2,1,,SCUR2,,060379203.141002,2,2016-05-18,,2.0,,421000.0,1158,,,,7041.0,2.0,
,,0.0488,,12447,,96007,,,-118266674,,3101,Y,,,190203.0,,,60371955003000,,1500.0,13,34087860,0.0,4.0,,,,11559.7,,1,7,2015,11941650,760834.0,261,0100,1959.0,268473,06037,,2,,,LAR1,,060371955.003000,2,2016-07-27,,2.0,,951037.0,1500,,,,5020.0,2.0,
,,-0.0243,,12292,,96212,,,-118159886,,3101,,,,70799.0,,,60375714004003,,1214.0,,33839658,0.0,3.0,,,,5113.47,,1,7,2015,12469658,101392.0,261,0100,1955.0,,06037,,7,,,LKR1YY,,060375714.004003,1,2016-01-28,,1.0,,172191.0,1214,,,,5000.0,1.0,
,,-0.0101,,26964,,96152,,,-118479000,,3101,,,,102665.0,,,60377021027000,,724.0,,34003100,0.0,1.0,,,,5331.71,,1,4,2015,11588760,326133.0,266,010E,1973.0,117023,06037,,2,,,SMOP2*,,060377021.027000,1,2016-05-24,,1.0,,428798.0,724,,,,14784.0,1.0,
,,0.0159,,40227,,97328,,,-118084901,,3101,,,,223100.0,,,60379106011002,,5388.0,,34584343,0.0,10.0,,,,5183.03,,4,7,2015,11202343,46995.0,248,0400,1988.0,,06037,,,1,,PDR1*,,060379106.011002,8,2016-08-18,,8.0,,270095.0,,,,5388,29928.0,8.0,
,,0.0392,,24245,,96473,,,-117893004,,3101,,,,295056.0,,,60374037213002,,1700.0,,34097291,0.0,2.0,,,,5487.45,,1,4,2015,12920318,101998.0,266,010C,2014.0,,06037,,2,1,,CVC4*,,060374060.001,3,2016-07-08,,3.0,,397054.0,1700,,,,,3.0,
,,-0.0377,,12447,,96127,,,-118473350,,3101,,,,261275.0,,,60372734023019,,1137.0,,33991614,0.0,2.0,,,,13331.76,,2,7,2015,11587460,836081.0,246,0200,1912.0,21056,06037,,,,,LARD1.5,,060372734.023019,2,2016-12-04,,2.0,,1097356.0,,,,1137,2250.0,2.0,
,,0.0383,,12447,,96387,,,-118620226,,3101,,,,155770.0,,,60371374023001,,2072.0,,34163753,0.0,4.0,,,,5769.48,,1,4,2015,10757757,309454.0,261,0100,1987.0,48570,06037,,2,1,,LAR1,,060371374.023001,3,2016-06-29,,3.0,,465224.0,2072,,,,6010.0,3.0,
,,-0.0212,,12447,,96027,,,-118358787,,3101,,,,209020.0,,,60371920021005,,1480.0,,34085246,0.0,3.0,,,,12372.94,,1,7,2015,11998312,804728.0,261,0100,1928.0,276450,06037,,7,,,LAR1,,060371920.021005,1,2016-06-03,,1.0,,1013748.0,1480,,,,4478.0,1.0,
,,0.003,,21412,,97078,,,-117831884,,1286,,,,366428.0,,0,60590218153069,,2658.0,,33911641,0.0,4.0,,,,8572.16,1,,,2015,14639891,335182.0,266,1,2003.0,,06059,,,,,,2,060590218.153069,2,2016-05-23,,2.5,,701610.0,2658,,,,,2.5,
,,0.003,,34636,,96522,,,-117852551,,3101,,,,187063.0,,,60374034041006,,2175.0,,34027485,0.0,3.0,,,,3922.88,,1,4,2015,13068032,124260.0,261,0100,1985.0,,06037,,2,1,,WAR115000R,,060374034.041006,3,2016-02-29,,3.0,,311323.0,2175,,,,16331.0,3.0,
,,-0.0192,,27491,,97018,,,-117760204,,1286,,,,235000.0,,427,60590524192007,,1510.0,,33770777,0.0,2.0,,,,8338.22,1,,,2015,14340373,486000.0,261,122,1998.0,,06059,,,,,,2,060590524.192007,2,2016-01-14,,2.5,,721000.0,1510,,,,3549.0,2.5,
,,-0.0492,,12447,,96025,,,-118298535,,3101,,,,66700.0,,,60372382003001,,1344.0,,33962688,0.0,3.0,,,,4195.81,,1,7,2015,12205543,269300.0,261,0100,1924.0,118208,06037,,7,,,LAR1,,060372382.003001,2,2016-10-13,,2.0,,336000.0,1344,,,,5898.0,2.0,
,1,-0.1009,,21412,,97078,,,-117795493,,1286,,,,199391.0,,441,60590218162002,1,3242.0,,33881308,8.0,4.0,,,,4992.0,,,,2015,14190132,228487.0,261,122,1963.0,,06059,,,,,,2,060590218.162002,3,2016-07-06,,3.0,1,427878.0,3242,,,,14874.0,3.0,
,2,-0.007,,47568,,97006,,,-117871323,,1286,,,,68351.0,,324,60590753032008,,1803.0,,33769195,6.0,3.0,,,,8041.66,1,,,2015,13836181,519679.0,261,122,1938.0,268160,06059,,,,,,1,060590753.032008,1,2016-12-07,,1.5,,588030.0,1803,,,,8160.0,1.5,
,,0.0469,,29712,,96109,,,-118400263,,3101,,,,157700.0,,,60376210044011,,1961.0,,33870080,0.0,3.0,,,,22307.36,,2,7,2015,11510108,1792300.0,246,0200,1920.0,,06037,,,,,HBR2YY,,060376210.044011,3,2016-08-24,,3.0,,1950000.0,,,,1961,3244.0,3.0,
,,-0.0747,,4406,,96101,,,-118113694,,3101,,,,61582.0,,,60375510003004,,1880.0,,33935431,0.0,5.0,,,,1390.94,,1,4,2015,12351063,34044.0,261,0100,1951.0,,06037,,2,1,,DOR17500*,,060375510.003004,2,2016-08-31,,2.0,,95626.0,1880,,,,7749.0,2.0,
,,-0.0101,,12447,,96375,,,-118365442,,3101,,,,228475.0,,,60371033001012,1,1654.0,,34244810,0.0,2.0,,,,7069.9,,1,4,2015,10989042,336593.0,261,0101,1955.0,33952,06037,,2,,,LARA,,060371033.001012,2,2016-09-29,,2.0,1,565068.0,1654,,,,19762.0,2.0,
,,0.108,,37015,,96464,,,-117894004,,3101,,,,,,,,,,,34137792,0.0,0.0,,,,10458.55,,,,2015,13027295,124410.0,266,010V,,,06037,,,,,AZR1,,060374008.001,,2016-05-27,,,,124410.0,,,,,,0.0,
,3,0.0834,,38032,,96958,,,-117903878,,1286,,,,145739.0,,491,60590639072012,1,2023.0,,33691482,8.0,4.0,,,,4769.22,1,,,2015,14266603,247518.0,261,122,1972.0,,06059,,,,,,2,060590639.072012,2,2016-09-28,,2.5,1,393257.0,2023,,,,6000.0,2.5,
,,-0.0492,,40227,,97330,,,-118031725,,3101,,,,143307.0,,,60379107061021,,1528.0,,34550609,0.0,3.0,,,,3017.29,,1,4,2015,11231927,35801.0,261,0100,1990.0,,06037,,2,1,,LCA21-A11*,,060379107.061021,2,2016-08-29,,2.0,,179108.0,1528,,,,4903.0,2.0,
,,0.0178,,54352,,96225,,,-118075000,,1286,,,,73735.0,,0,60591100081000,,1011.0,,33785200,0.0,2.0,,,,2309.36,,,,2015,14698382,95961.0,266,34,1969.0,,06059,,,,,,1,060591100.081000,2,2016-04-22,,2.0,,169696.0,1011,,,,,2.0,
,,0.0119,,29712,,96109,,,-118390997,,3101,,,,159691.0,,,60376210011014,,2019.0,,33870987,0.0,3.0,,,,8865.36,,1,4,2015,11511178,638766.0,261,0100,1984.0,,06037,,2,,,HBR1*,,060376210.011014,2,2016-09-07,,2.0,,798457.0,2019,,,,2540.0,2.0,
,,0.0266,,12447,,96284,,,-118290656,,3101,Y,,,108047.0,,,60371014002004,,1196.0,14,34249749,0.0,3.0,,,,3318.88,,1,7,2015,10999927,162076.0,261,0100,1977.0,27328,06037,,2,,,LAR1,,060371014.002004,2,2016-09-27,,2.0,,270123.0,1196,,,,6056.0,2.0,
,,0.3336,,12447,,96023,,,-118186129,,3101,,,,56786.0,,,60371837022014,,1531.0,,34102607,0.0,3.0,,,,3536.37,,1,7,2015,11870899,227152.0,261,0100,1933.0,417433,06037,,2,,,LAR1,,060371837.022014,2,2016-03-18,,2.0,,283938.0,1531,,,,5594.0,2.0,
,,0.001,,12447,,96001,,,-118312000,,3101,,,,113421.0,,,60372117032000,,1064.0,,34067400,0.0,1.0,,,,3793.94,,1,4,2015,11983343,192572.0,266,010C,1965.0,274517,06037,,2,,,LAR4,,060372117.032000,2,2016-05-25,,2.0,,305993.0,1064,,,,22481.0,2.0,
,,0.0402,,17686,,96961,,,-117720456,,1286,,,,175965.0,,0,60590423241001,,1614.0,,33493958,0.0,2.0,,,,3602.0,1,,,2015,14735466,180100.0,266,34,1980.0,,06059,,,,,,2,060590423.241001,2,2016-09-21,,2.5,,356065.0,1614,,,,,2.5,
,,-0.1497,,40227,,97328,,,-118096619,,3101,,,,119391.0,,,60379105042000,1,1346.0,,34568588,0.0,4.0,,,,2629.61,,1,4,2015,11199885,29847.0,261,0101,1989.0,,06037,,2,1,,PDR1*,,060379105.042000,3,2016-09-26,,3.0,1,149238.0,1346,,,,4507.0,3.0,
,2,-0.0141,,24832,,97051,,,-117973988,,1286,,,,62175.0,,462,60590888011000,1,936.0,,33771526,5.0,2.0,,,,2244.9,1,,,2015,13947441,97876.0,261,122,1972.0,,06059,,6,,,,2,060590888.011000,1,2016-03-18,,1.5,1,160051.0,936,,,,1404.0,1.5,
,,0.0383,,12447,,96379,,,-118530000,,3101,,,,179417.0,,,60371392003004,,1750.0,,34172000,0.0,3.0,,,,5539.68,,1,4,2015,10799696,272901.0,266,010C,1979.0,47950,06037,,2,1,,LAR3,,060371392.003004,3,2016-06-07,,3.0,,452318.0,1750,,,,23286.0,3.0,
,,0.001,,12447,,96040,,,-118231719,,3101,,,,10738.0,,,60372430004006,,514.0,,33936568,0.0,3.0,,,,907.42,,1,7,2015,12231278,41884.0,261,0100,1923.0,118849,06037,,7,,,LAR1,,060372430.004006,1,2016-06-15,,1.0,,52622.0,514,,,,2484.0,1.0,
,,-0.0769,,45457,,96330,,,-118252839,,3101,,,,108474.0,,,60373004003007,,1197.0,,34226976,0.0,3.0,,,,5692.56,,1,7,2015,12043055,407055.0,261,0100,1947.0,273400,06037,,7,,,GLR1YY,,060373004.003007,1,2016-08-03,,1.0,,515529.0,1197,,,,6220.0,1.0,
,,0.006,,14634,,96171,,,-117977729,,3101,,,,178179.0,,,60375002013011,,2010.0,,33943609,0.0,3.0,,,,5869.36,,1,4,2015,12829237,321727.0,261,0100,1953.0,,06037,,2,,,WHR171/2,,060375002.013011,3,2016-05-20,,3.0,,499906.0,2010,,,,7380.0,3.0,
,,-0.6972,,27183,,96280,,,-118175000,,3101,,,,125897.0,,,60374807022003,,790.0,,34111300,0.0,2.0,,,,5337.14,,1,7,2015,11878104,234118.0,266,010C,2006.0,,06037,,2,1,,SPR310000*,,060374807.022003,1,2016-01-07,,1.0,,360015.0,790,,,,101571.0,1.0,
,1,-0.0222,,33252,,97064,,,-117848168,,1286,,,,41783.0,,441,60590759011003,,832.0,,33794281,6.0,1.0,,,,1862.88,,,,2015,13884714,97495.0,261,122,1922.0,,06059,,,,,,2,060590759.011003,1,2016-07-18,,1.0,,139278.0,832,,,,6460.0,1.0,
,,0.0334,,17597,,96989,,,-117580360,,1286,,,,245086.0,,577,60590320442003,1,2253.0,,33605966,0.0,3.0,,,true,8067.98,1,,,2015,14481949,520297.0,261,122,1990.0,,06059,,,,,,2,060590320.442003,2,2016-04-29,,2.5,,765383.0,2253,,,,8442.0,2.5,1
,,-0.0101,,47019,,96291,,,-118156167,,3101,,,,84658.0,,,60374609003010,,912.0,,34175158,0.0,2.0,,,,5103.39,,1,7,2015,12158808,338633.0,261,0100,1927.0,274695,06037,,7,,,PSR6,,060374609.003010,1,2016-01-20,,1.0,,423291.0,912,,,,5300.0,1.0,
914,2,0.1881,,34278,,96351,,,-118907628,1,2061,,,,208110.0,,0,61110059091002,,1234.0,,34181948,5.0,3.0,,,,3700.38,,,,2015,17265440,138739.0,265,1128,1978.0,46736,06111,,,,,,2,061110059.091002,2,2016-08-19,914,2.0,,346849.0,1234,,,,3049.0,2.0,
,,-0.0629,,40227,,97328,,,-118093754,,3101,,,,115128.0,,,60379107071029,,1690.0,,34551294,0.0,4.0,,,,3379.51,,1,4,2015,11239637,28780.0,261,0100,1994.0,,06037,,2,1,,PDR1*,,060379107.071029,3,2016-07-15,,3.0,,143908.0,1690,,,,5850.0,3.0,
,,-0.1009,,42150,,96107,,,-118316220,,3101,,,,176165.0,,,60376027002016,,1681.0,,33924753,0.0,3.0,,,,4019.31,,1,4,2015,11427631,67749.0,261,0100,1996.0,,06037,,2,,,INR1,,060376027.002016,3,2016-03-23,,3.0,,243914.0,1681,,,,6747.0,3.0,
,,0.0834,,25459,,96987,,,-117706206,,1286,,,,99180.0,,0,60590423323007,,993.0,,33496398,0.0,2.0,,,,3528.72,,,,2015,14742889,222262.0,266,34,1985.0,,06059,,,,,,1,060590423.323007,2,2016-07-28,,2.0,,321442.0,993,,,,,2.0,
,,0.0421,,24174,,96090,,,-118247017,,3101,,,,65164.0,,,60375429002002,,1102.0,,33892341,0.0,3.0,,,,3229.55,,1,7,2015,12264635,93648.0,261,0100,1952.0,,06037,,7,,,CORL*,,060375429.002002,1,2016-02-05,,1.0,,158812.0,1102,,,,2621.0,1.0,
,,0.006,,12447,,95996,,,-118261000,,3101,,,,411447.0,,,60372077101032,1,1300.0,,34045800,0.0,0.0,,,,8536.36,,1,,2015,11784646,274299.0,266,010C,2006.0,268118,06037,,2,1,,LAC2,,060372077.101032,2,2016-12-13,,2.0,1,685746.0,1300,,,,74818.0,2.0,
,,0.0159,,396054,,96436,,,-118327000,,3101,,,,178234.0,,,60373106012037,,1453.0,,34196800,0.0,3.0,,,,4458.75,,1,4,2015,10951647,215118.0,266,010C,1979.0,,06037,,2,1,,BUR4*,,060373106.012037,3,2016-03-15,,3.0,,393352.0,1453,,,,18632.0,3.0,
,,-0.0274,,46298,,96238,,,-118123000,,3101,,,,46122.0,,,60375748002004,1,418.0,,33776400,0.0,0.0,,,,1158.65,,1,7,2015,12524201,38857.0,266,010E,1970.0,274961,06037,,2,,,LBR4R,,060375748.002004,1,2016-01-28,,1.0,1,84979.0,418,,,,147471.0,1.0,
1324,1,-0.0834,,27110,,97116,,,-118690244,1,2061,,,,188128.0,,0,61110083032008,,1324.0,,34270704,5.0,3.0,,,,3306.02,,,,2015,17262592,99765.0,266,1129,1983.0,,06111,,,,,,2,061110083.032008,2,2016-08-31,1324,2.0,,287893.0,1324,,,,,2.0,
,,-0.0263,,54311,,96401,,,-118390918,,3101,,,,112044.0,,,60379108081034,1,1226.0,,34453871,0.0,3.0,,,,3445.96,,1,7,2015,11160406,126651.0,261,0101,1975.0,37739,06037,,2,1,,SCUR2,,060379108.081034,2,2016-06-27,,2.0,1,238695.0,1226,,,,9857.0,2.0,
,,-0.1803,,45457,,96325,,,-118233301,,3101,,,,317129.0,,,60373010002006,1,2944.0,,34160311,0.0,4.0,,,,11542.03,,1,4,2015,12079256,247510.0,261,0101,1972.0,273313,06037,,2,1,,GLR1*,,060373010.002006,3,2016-04-27,,3.0,1,564639.0,2944,,,,10791.0,3.0,
1449,2,0.009,,27110,,97118,,,-118788390,2,2061,,,,320008.0,,610,61110075073000,,2474.0,,34237204,8.0,4.0,,,,7209.36,,,,2015,17226195,320112.0,261,1111,1999.0,,06111,,,,,,2,061110075.073000,3,2016-04-15,1449,3.0,,640120.0,2474,,,,9697.0,3.0,
,,-0.0523,,33311,,96121,,,-118360824,,3101,,,,301407.0,,,60376703242006,,1758.0,,33803149,0.0,2.0,,,,14340.96,,1,4,2015,12684613,904010.0,261,0100,1952.0,,06037,,2,,,PVR1YY,,060376703.242006,2,2016-05-17,,2.0,,1205417.0,1758,,,,8007.0,2.0,
,,0.0139,,54311,,96374,,,-118482940,,3101,,,,86118.0,,,60379200291008,1,1440.0,,34434677,0.0,4.0,,,,5643.5,,1,7,2015,11102962,323718.0,261,0101,1964.0,37739,06037,,2,,,SCUR2,,060379200.291008,2,2016-09-01,,2.0,1,409836.0,1440,,,,5701.0,2.0,
,,0.0573,,54722,,96161,,,-118356707,,3101,,,,104747.0,,,60376507011003,,2178.0,,33835923,0.0,6.0,,,,4599.26,,1,7,2015,12678786,281459.0,261,0100,1956.0,416331,06037,,7,,,TORR-LO,,060376507.011003,4,2016-08-02,,4.0,,386206.0,2178,,,,5324.0,4.0,
,,0.008,,14634,,96171,,,-117987000,,3101,,,,85900.0,,,60375034013015,,960.0,,33931700,0.0,2.0,,,,3032.78,,1,4,2015,12828094,166100.0,266,010C,1969.0,,06037,,2,1,,WHR4*,,060375034.013015,2,2016-01-29,,2.0,,252000.0,960,,,,119250.0,2.0,
,,-0.0398,,45398,,96104,,,-118302000,,3101,,,,122397.0,,,60376030052000,,1149.0,,33898100,0.0,3.0,,,,2392.95,,1,7,2015,12244546,61198.0,266,010C,1988.0,,06037,,2,,,GAR3,,060376030.052000,3,2016-04-22,,3.0,,183595.0,1149,,,,37723.0,3.0,
1166,2,0.008,,27110,,97116,,,-118660238,1,2061,,,,194910.0,,621,61110083043011,,1943.0,,34273039,7.0,5.0,,,,4521.04,,,,2015,17263776,194910.0,261,1111,1965.0,,06111,,,,,,2,061110083.043011,2,2016-08-12,1166,2.0,,389820.0,1943,,,,6500.0,2.0,
,,-0.0661,,12447,,96342,,,-118628044,,3101,,,,185432.0,,,60371344222014,1,1358.0,,34206718,0.0,3.0,,,,6647.91,,1,7,2015,10719094,344957.0,261,0101,1956.0,268588,06037,,2,,,LARS,,060371344.222014,2,2016-08-04,,2.0,1,530389.0,1358,,,,8056.0,2.0,
,1,-0.0121,,16764,,97026,,,-117798912,,1286,,,,71497.0,,430,60590218123005,,1337.0,,33864647,7.0,4.0,,,,4658.18,,,,2015,14186649,319380.0,261,122,1963.0,274765,06059,,,,,,2,060590218.123005,2,2016-05-13,,2.0,,390877.0,1337,,,,7500.0,2.0,
,,-0.0576,,51617,,96047,,,-118416694,,3101,,,,35064.0,,,60377028022009,,1399.0,,34005931,0.0,3.0,,,,1704.0,,1,7,2015,11542736,49142.0,261,0100,1946.0,,06037,,7,,,CCR1YY,,060377028.022009,1,2016-04-12,,1.0,,84206.0,1399,,,,5858.0,1.0,
,1,-0.007,,32380,,96962,,,-117683856,1,1286,,,,79913.0,,483,60590524163008,,1249.0,,33636442,6.0,3.0,,,,4658.0,,,,2015,14372771,360669.0,261,122,1972.0,,06059,,6,1,,,2,060590524.163008,2,2016-07-06,,2.0,,440582.0,1249,,,,6300.0,2.0,
,,0.006,,10723,,96229,,,-118273975,,3101,,,,25681.0,,,60375437024005,,1130.0,,33811658,0.0,2.0,,,,1248.71,,1,7,2015,12579766,21190.0,261,0100,1951.0,,06037,,7,,,CARS*,,060375437.024005,1,2016-05-04,,1.0,,46871.0,1130,,,,5660.0,1.0,
,1,0.0276,,25218,,96964,,,-117951483,1,1286,,,,92791.0,,456,60590992172000,,1970.0,,33656701,8.0,5.0,,,,3443.38,,,,2015,14046133,194495.0,261,122,1968.0,,06059,,6,5,,,2,060590992.172000,2,2016-08-17,,2.0,,287286.0,1970,,,,6000.0,2.0,
,,-0.003,,6395,,96220,,,-118165524,,3101,,,,20084.0,,,60375536022000,,720.0,,33912716,0.0,2.0,,,,881.2,,1,7,2015,12325311,29352.0,261,0100,1940.0,,06037,,7,,,PAR1*,,060375536.022000,1,2016-08-29,,1.0,,49436.0,720,,,,6376.0,1.0,
,,-0.004,,5534,,97319,,,-118188523,,3101,,,,151213.0,,,60379010041017,,1942.0,,34685264,0.0,4.0,,,,3128.88,,1,4,2015,11305610,37866.0,261,0100,1994.0,,06037,,2,1,,LRR17500*,,060379010.041017,3,2016-10-11,,3.0,,189079.0,1942,,,,5928.0,3.0,
,,-0.0502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11787922,,,,,,,,,,,,,,,2016-06-20,,,,,,,,,,,
,,0.0545,,12447,,96369,,,-118456403,,3101,,,,55980.0,,,60371171021004,1,1435.0,,34246759,0.0,4.0,,,,1202.9,,1,7,2015,11041181,31976.0,261,0101,1956.0,13017,06037,,2,,,LARS,,060371171.021004,2,2016-10-21,,2.0,1,87956.0,1435,,,,7973.0,2.0,
,,-0.0233,,47019,,96291,,,-118149000,,3101,,,,167215.0,,,60374619022033,,1210.0,,34146500,0.0,2.0,,,,6438.36,,1,,2015,12104258,313530.0,266,010C,1905.0,275958,06037,,,,,PSCD1*,,060374619.022033,2,2016-03-01,,2.0,,480745.0,1210,,,,16538.0,2.0,
,,0.0237,,21412,,97078,,,-117786073,,1286,,,,214191.0,,0,60590218221000,,1493.0,,33900997,0.0,2.0,,,,5426.76,1,,,2015,14702171,226159.0,266,1,2009.0,,06059,,,,,,2,060590218.223004,2,2016-02-17,,2.5,,440350.0,1493,,,,,2.5,
,,0.001,,16764,,97027,,,-117736954,,1286,,,,125447.0,,0,60590219233005,,1126.0,,33844915,0.0,2.0,,,,4138.78,,,,2015,14695359,243473.0,266,34,1989.0,113455,06059,,,,,,1,060590219.233005,2,2016-10-03,,2.0,,368920.0,1126,,,,,2.0,
